,foodcourt,restaurant,restaurantmenuitem,Accuracy_Deep_AR
3269,632c1fde5734894c6b85b626,655f085f57836300176b0221,65605617856d50001b8cb73f,0.7986070722683596
3276,632c1fde5734894c6b85b626,655f085f57836300176b0221,65605617856d50001b8cb757,0.8877042359593565
3283,632c1fde5734894c6b85b626,655f085f57836300176b0221,65605617856d50001b8cb75d,0.2857142857142857
3290,632c1fde5734894c6b85b626,655f085f57836300176b0221,65605617856d50001b8cb769,0.6768707482993197
3297,632c1fde5734894c6b85b626,655f085f57836300176b0221,65605617856d50001b8cb76a,0.3571428571428571
3304,632c1fde5734894c6b85b626,655f085f57836300176b0221,65605617856d50001b8cb778,0.6574024866863741
3311,632c1fde5734894c6b85b626,655f085f57836300176b0221,65605618856d50001b8cb7a4,0.8940306326315972
3318,632c1fde5734894c6b85b626,655f085f57836300176b0221,65605618856d50001b8cb7a6,0.860969387755102
3325,632c1fde5734894c6b85b626,655f085f57836300176b0221,65605618856d50001b8cb7aa,0.892313492902882
3332,633555b446eef47b9e6431f9,63356113a2dcc1590df461e4,64392e9bd227dc00177a3c7c,0.47959183673469385
3339,633555b446eef47b9e6431f9,63356113a2dcc1590df461e4,64392e9bd227dc00177a3c81,0.9002267573696145
3346,633555b446eef47b9e6431f9,63356113a2dcc1590df461e4,64392e9bd227dc00177a3c85,0.7087301587301588
3353,633555b446eef47b9e6431f9,63356113a2dcc1590df461e4,64392e9bd227dc00177a3c8b,0.8925954997383568
3360,633555b446eef47b9e6431f9,63356113a2dcc1590df461e4,64392e9bd227dc00177a3c90,0.6285714285714286
3367,633555b446eef47b9e6431f9,63356113a2dcc1590df461e4,64392e9cd227dc00177a3cec,0.6750915750915751
3374,633555b446eef47b9e6431f9,63356113a2dcc1590df461e4,64392e9cd227dc00177a3cf0,0.7714285714285714
3381,633555b446eef47b9e6431f9,633565a059c5de546bc2fabc,643ceffe792f51001b7960ef,0.7837301587301587
3388,633555b446eef47b9e6431f9,633565a059c5de546bc2fabc,643ceffe792f51001b79610b,0.737012987012987
3395,633555b446eef47b9e6431f9,633565a059c5de546bc2fabc,643ceffe792f51001b79610c,0.7265873015873017
3402,633555b446eef47b9e6431f9,633565a059c5de546bc2fabc,643ceffe792f51001b79611d,0.8055555555555556
3409,633555b446eef47b9e6431f9,633565a059c5de546bc2fabc,643ceffe792f51001b796123,0.6227272727272728
3416,633555b446eef47b9e6431f9,633565a059c5de546bc2fabc,643ceffe792f51001b79612b,0.7142857142857143
3423,633555b446eef47b9e6431f9,633568f9cb0fcc6156ffd178,63467f938bf9ff40345df763,0.2857142857142857
3430,633555b446eef47b9e6431f9,633568f9cb0fcc6156ffd178,63467f938bf9ff40345df769,0.2857142857142857
3437,633555b446eef47b9e6431f9,633568f9cb0fcc6156ffd178,65c06d3149e1bf001b878a46,0.5857142857142857
3444,633555b446eef47b9e6431f9,633568f9cb0fcc6156ffd178,65c06d3149e1bf001b878a69,0.5530612244897959
3451,633555b446eef47b9e6431f9,633568f9cb0fcc6156ffd178,65c06d3149e1bf001b878a71,0.6142857142857143
3458,633555b446eef47b9e6431f9,63356c049047a95e18bd4cd8,64ec9efd15331c0018576292,0.5238095238095238
3465,633555b446eef47b9e6431f9,63356c049047a95e18bd4cd8,64ec9f3d0d415c001be19e06,0.7238095238095238
3472,633555b446eef47b9e6431f9,633576948a53495441d82827,649a6bd2d84e7000118eeb97,0.6727891156462585
3479,633555b446eef47b9e6431f9,633576948a53495441d82827,649a6bd2d84e7000118eeba9,0.7445887445887446
3486,633555b446eef47b9e6431f9,633577a4722ee12ae36594a6,64ef44e2a5c7e4001b2ae5dc,0.6785714285714286
3493,633555b446eef47b9e6431f9,63357973a2dcc1590df463a8,6448b8e1163e410017218063,0.874653217366351
3500,633555b446eef47b9e6431f9,63357973a2dcc1590df463a8,6448b8e1163e410017218068,0.8646583850931677
3507,633555b446eef47b9e6431f9,63357973a2dcc1590df463a8,6448b8e1163e41001721807c,0.47023809523809523
3514,633555b446eef47b9e6431f9,63357973a2dcc1590df463a8,6448b8e1163e410017218087,0.7603174603174603
3521,633555b446eef47b9e6431f9,63357973a2dcc1590df463a8,651139335f38c4001bfdd24d,0.8824221617090765
3528,633555b446eef47b9e6431f9,6482ee8d4f5bd6001ba34699,648feddde67d820017b6598c,0.37755102040816324
3535,633555b446eef47b9e6431f9,6482ee8d4f5bd6001ba34699,648feddde67d820017b659a1,0.822108843537415
3542,633555b446eef47b9e6431f9,6482ee8d4f5bd6001ba34699,64c1085ad3323600179dc2e9,0.7261904761904763
3549,633555b446eef47b9e6431f9,64a2b66a474a88001b1a6eb3,64a2c3d8a8b610001b82f3c9,0.8536796536796536
3556,633555b446eef47b9e6431f9,64a2b66a474a88001b1a6eb3,64a2c3d8a8b610001b82f3cf,0.6667320774463632
3563,633555b446eef47b9e6431f9,6565913c856d50001b8cbaf0,6565c636b1d83d001b7ee9a2,0.6185807656395892
3570,633555b446eef47b9e6431f9,6565913c856d50001b8cbaf0,6565c637b1d83d001b7ee9a7,0.7281954887218045
3577,633555b446eef47b9e6431f9,6565913c856d50001b8cbaf0,6565c637b1d83d001b7ee9ab,0.7628205128205128
3584,633555b446eef47b9e6431f9,6565913c856d50001b8cbaf0,6565c637b1d83d001b7ee9ac,0.6778138528138529
3591,633555b446eef47b9e6431f9,6565913c856d50001b8cbaf0,6565c637b1d83d001b7ee9af,0.4601643224263605
3598,633555b446eef47b9e6431f9,6565913c856d50001b8cbaf0,6565c637b1d83d001b7ee9b0,0.6060090702947846
3605,633555b446eef47b9e6431f9,6565913c856d50001b8cbaf0,6565c637b1d83d001b7ee9b4,0.5238095238095237
3612,633aa74a4005b877d2117bf4,6336df8573816f6153ba0322,64d1ef928130e300119eb78b,0.8554267161410019
3619,633aa74a4005b877d2117bf4,6336df8573816f6153ba0322,64d1ef928130e300119eb792,0.7952380952380953
3626,633aa74a4005b877d2117bf4,6336df8573816f6153ba0322,64d1ef928130e300119eb795,0.4821428571428571
3633,633aa74a4005b877d2117bf4,6336df8573816f6153ba0322,64d1ef928130e300119eb797,0.5
3640,633aa74a4005b877d2117bf4,6336df8573816f6153ba0322,64d1ef928130e300119eb79a,0.5928571428571429
3647,633aa74a4005b877d2117bf4,6336df8573816f6153ba0322,64d1ef928130e300119eb7af,0.45238095238095244
3654,633aa74a4005b877d2117bf4,6336df8573816f6153ba0322,64d1ef928130e300119eb7b0,0.8
3661,633aa74a4005b877d2117bf4,6336df8573816f6153ba0322,64d1f0298130e300119eb816,0.9285714285714286
3668,633ac3e6f502b233052bd11f,633acddfc6ea6e4c7bdcd792,63981aea4081bb1ef0aa5964,0.9288264999553716
3675,633ac3e6f502b233052bd11f,633acddfc6ea6e4c7bdcd792,6544b2092bcdd7001b8c275b,0.2857142857142857
3682,633ac3e6f502b233052bd11f,633acddfc6ea6e4c7bdcd792,6544b250e07e600011937719,0.5561224489795918
3689,633ac3e6f502b233052bd11f,633ad1e3393e6c7a3e3d82ad,646e15e20ecce00017753b5e,0.8819727891156462
3696,633ac3e6f502b233052bd11f,633ad1e3393e6c7a3e3d82ad,646e15e20ecce00017753b9c,0.7900177549025476
3703,63469408bcf1a078aa63687c,6346b2651b3f3d42ec4f7eb5,6437988168bce9001bb1576e,0.6142857142857143
3710,63469408bcf1a078aa63687c,6346b2651b3f3d42ec4f7eb5,6437988368bce9001bb15835,0.6040816326530613
3717,63469408bcf1a078aa63687c,6346b2651b3f3d42ec4f7eb5,6527f3aa8ce182001a0db180,0.47346938775510206
3724,6365fad672c55c14f8ea59df,63660216af753a3462107eb6,64fc0ce354bd25001711ce65,0.5987193861348923
3731,6365fad672c55c14f8ea59df,63660216af753a3462107eb6,6523a105b8b774001b6fa847,0.3828571428571428
3738,6368b12ed2915c10f4b68571,6368c5a4375cd9258e64caef,64520b5d903ab40017049ec1,0.6467056650246306
3745,6368b12ed2915c10f4b68571,6368c5a4375cd9258e64caef,64520b5d903ab40017049ec4,0.9053280752860585
3752,6368b12ed2915c10f4b68571,6368c5a4375cd9258e64caef,64520b5d903ab40017049ed2,0.8594700576155228
3759,6368b12ed2915c10f4b68571,6368c5a4375cd9258e64caef,64520b5d903ab40017049edf,0.9148813203907837
3766,6368b12ed2915c10f4b68571,6368c5a4375cd9258e64caef,64520b5d903ab40017049ef9,0.9124922696351268
3773,6368b12ed2915c10f4b68571,6368c5a4375cd9258e64caef,64520b5e903ab40017049f13,0.9223214285714286
3780,6368b12ed2915c10f4b68571,6368c5a4375cd9258e64caef,6524f5591b53d8001acdef21,0.8447148090005232
3787,6368b12ed2915c10f4b68571,6368c5a4375cd9258e64caef,6524f5e450b7a500176d6f0c,0.6571428571428571
3794,6368b12ed2915c10f4b68571,6368c5a4375cd9258e64caef,652535cbd31d34001bb3fc68,0.6190476190476191
3801,6368b12ed2915c10f4b68571,6368c5a4375cd9258e64caef,6525360e463414001a65fbe5,0.7236790986790986
3808,6368b12ed2915c10f4b68571,6368c5a4375cd9258e64caef,6525384dd31d34001bb3fc71,0.7738095238095237
3815,6368b12ed2915c10f4b68571,6368c9818bdd5d7186dec66c,6450c9a8903ab400170498e7,0.9238095238095239
3822,6368b12ed2915c10f4b68571,6368c9818bdd5d7186dec66c,6450c9a9903ab400170498e9,0.931366349958787
3829,6368b12ed2915c10f4b68571,6368c9818bdd5d7186dec66c,6450c9a9903ab400170498f1,0.875
3836,6368b12ed2915c10f4b68571,6368c9818bdd5d7186dec66c,6450c9a9903ab400170498f3,0.9714285714285714
3843,6368b12ed2915c10f4b68571,6368c9818bdd5d7186dec66c,6450c9a9903ab400170498fd,0.8155844155844156
3850,6368b12ed2915c10f4b68571,6368c9818bdd5d7186dec66c,6450c9a9903ab40017049903,0.8488095238095238
3857,6368b12ed2915c10f4b68571,6368c9818bdd5d7186dec66c,6450c9a9903ab40017049915,0.7281385281385282
3864,6368b12ed2915c10f4b68571,6368c9818bdd5d7186dec66c,6450c9a9903ab40017049917,0.5435374149659864
3871,6368b12ed2915c10f4b68571,6368c9818bdd5d7186dec66c,659d1b8a649b99001be1360f,0.8857142857142857
3878,6368b12ed2915c10f4b68571,6368c9818bdd5d7186dec66c,659d1d7648413f001bfbaa38,0.6725274725274726
3885,636b5432f58c726d86373232,636b5a3638130e6fd88a2ba3,65327365bd2aad001b088c24,0.6973898650369239
3892,636b5432f58c726d86373232,636b5a3638130e6fd88a2ba3,6532740d5e6a05001b16016a,0.7204187704187704
3899,636b5432f58c726d86373232,636b5a3638130e6fd88a2ba3,653275460cd96600170f713a,0.6869876155590442
3906,636b5432f58c726d86373232,636b5a3638130e6fd88a2ba3,653275dc0628db00178818da,0.34645962732919244
3913,636b5432f58c726d86373232,636b5a3638130e6fd88a2ba3,6532780ac250d1001b603478,0.7142857142857143
3920,636b5432f58c726d86373232,636b5a3638130e6fd88a2ba3,65327a31406500001bbbdbfe,0.6992466858538287
3927,636b5432f58c726d86373232,636b5a3638130e6fd88a2ba3,65327c7b5e6a05001b160170,0.3296703296703296
3934,636b5432f58c726d86373232,636b5a3638130e6fd88a2ba3,65327cb2c250d1001b60347d,0.6935064935064935
3941,63787a9e7c7d392939c21787,63789bf986bd357d59925933,639ea0958cd98b559f387e51,0.7142857142857143
3948,63787a9e7c7d392939c21787,63789bf986bd357d59925933,64c75b7cf62672001b21dc2d,0.6482593037214885
3955,63787a9e7c7d392939c21787,63789bf986bd357d59925933,65ae4775e341a6001c313931,0.2857142857142857
3962,63787a9e7c7d392939c21787,6476ed124535460018ab5ff2,647b1152b733e9001b501957,0.8571428571428572
3969,63787a9e7c7d392939c21787,6476ed124535460018ab5ff2,647b1153b733e9001b501958,0.7142857142857143
3976,63787a9e7c7d392939c21787,6476ed124535460018ab5ff2,647b1153b733e9001b501965,0.7142857142857143
3983,63787a9e7c7d392939c21787,6476ed124535460018ab5ff2,647b1153b733e9001b5019a0,0.7475960662266488
3990,63787a9e7c7d392939c21787,6476ed124535460018ab5ff2,647b1153b733e9001b5019b2,0.7142857142857143
3997,63787a9e7c7d392939c21787,6476ed124535460018ab5ff2,647b1153b733e9001b5019c3,0.4285714285714286
4004,63787a9e7c7d392939c21787,6476ed124535460018ab5ff2,65af8ac99b47db001741212d,0.3902384165542061
4011,63787a9e7c7d392939c21787,6476ed124535460018ab5ff2,65b0f08414f6e2001ce303e2,0.7142857142857143
4018,63787a9e7c7d392939c21787,6476ed124535460018ab5ff2,65ba4e7d4314c6001b4223dc,0.8571428571428572
4025,63787a9e7c7d392939c21787,6476fa8c4535460018ab604e,647b154c9a68800017331495,0.5714285714285714
4032,63787a9e7c7d392939c21787,6476fa8c4535460018ab604e,647b154c9a68800017331496,0.8809523809523809
4039,63787a9e7c7d392939c21787,6476fa8c4535460018ab604e,647b154c9a6880001733149a,0.5714285714285714
4046,63787a9e7c7d392939c21787,6476fa8c4535460018ab604e,647b154c9a6880001733149c,0.7463054187192117
4053,63787a9e7c7d392939c21787,6476fa8c4535460018ab604e,647b154c9a688000173314a6,0.5178866832092639
4060,63787a9e7c7d392939c21787,6476fa8c4535460018ab604e,647b154c9a688000173314ca,0.7142857142857143
4067,63787a9e7c7d392939c21787,6476fa8c4535460018ab604e,647b154c9a688000173314ce,0.7477678571428572
4074,63787a9e7c7d392939c21787,6476fa8c4535460018ab604e,65af8c418d7d8f001be02d86,0.4822236586942469
4081,63787a9e7c7d392939c21787,6476fa8c4535460018ab604e,65c3440aa81c2b001b4b0918,0.8571428571428572
4088,63787a9e7c7d392939c21787,6476fa8c4535460018ab604e,65c51304a81c2b001b4b26bf,0.8571428571428572
4095,63787a9e7c7d392939c21787,64774028fadc0e0017183814,647b118cb733e9001b501bcb,0.9065364956995504
4102,63787a9e7c7d392939c21787,64775304fadc0e001718384c,647b19619a688000173315f9,0.6396723794557634
4109,63787a9e7c7d392939c21787,64775304fadc0e001718384c,647b19619a68800017331605,0.4483030781373323
4116,63787a9e7c7d392939c21787,64775304fadc0e001718384c,65ae45dd627fc0001b490243,0.9285714285714286
4123,63870a3434186507f935037a,6385bb7e8100701a4e03aa4b,646b1ec4e5f53c001b037d4f,0.7673992673992673
4130,63870a3434186507f935037a,6385bb7e8100701a4e03aa4b,646b1ec4e5f53c001b037d50,0.7530612244897958
4137,63870a3434186507f935037a,6385bb7e8100701a4e03aa4b,646b1ec5e5f53c001b037d71,0.902668759811617
4144,63870a3434186507f935037a,6385bb7e8100701a4e03aa4b,646b1ec5e5f53c001b037d87,0.531812725090036
4151,63870a3434186507f935037a,6385bb7e8100701a4e03aa4b,646b1ec5e5f53c001b037dbd,0.7677798392084106
4158,63870a3434186507f935037a,6385c731832fb5102152617a,63872977326b803cf2a00b7c,0.6163936536276962
4165,63870a3434186507f935037a,6385c731832fb5102152617a,63872fdfa326cf0e244f9adc,0.9424420676628128
4172,63870a3434186507f935037a,6385c731832fb5102152617a,638730ef118485362985fb4a,0.7543367346938776
4179,63870a3434186507f935037a,6385c731832fb5102152617a,638732187d7bab2e6efd8b6c,0.915807996388147
4186,63944549a2229f272c025695,63a295e9ad58e713c0513b18,6596c1feb978b6001cdc630c,0.5258503401360545
4193,63944549a2229f272c025695,6437862268bce9001bb15657,64a8181875d800001b1ac1b3,0.5047619047619047
4200,639843d38cd98b559f384047,659e2868ac85f5001be4c94c,659e3bd49ce12e0017a2f3f3,0.5
4207,63ae6a145b5e91598c449128,63ae6fa4e9e1ef02441aedaa,63ce351e010e6200178ed99a,0.4285714285714286
4214,63ae6a145b5e91598c449128,63ae6fa4e9e1ef02441aedaa,647d9692b733e9001b5028c6,0.4285714285714286
4221,63ae6a145b5e91598c449128,65ba29b78a573b001bbf7fe8,65bb1070ac99d00017770bc4,0.7751322751322751
4228,63ae6a145b5e91598c449128,65ba29b78a573b001bbf7fe8,65bb11041eae49001bfd753f,0.7380952380952381
4235,63ae6a145b5e91598c449128,65ba29b78a573b001bbf7fe8,65bb114f2467aa001b26926f,0.6816017316017317
4242,63ae6a145b5e91598c449128,65ba29b78a573b001bbf7fe8,65bb11974314c6001b422418,0.6839032910461482
4249,63ae6a145b5e91598c449128,65ba29b78a573b001bbf7fe8,65bb11fdf0aef70017a24f84,0.9
4256,63ae6a145b5e91598c449128,65ba29b78a573b001bbf7fe8,65bb128b9ac3df001b5380d7,0.8917748917748918
4263,63ae6a145b5e91598c449128,65ba29b78a573b001bbf7fe8,65bb12eb4314c6001b42241b,0.685064935064935
4270,63ae6a145b5e91598c449128,65ba29b78a573b001bbf7fe8,65bb135e2467aa001b269272,0.7059523809523809
4277,63ae6a145b5e91598c449128,65ba29b78a573b001bbf7fe8,65bb13b273628f001b0fc78f,0.8025974025974025
4284,63ae6a145b5e91598c449128,65ba29b78a573b001bbf7fe8,65bb14124314c6001b42241e,0.7027417027417028
4291,63b3e0a104ec4a469372c375,63c26054840eff001b497b06,659e3fe204979b001bbb5e3e,0.7142857142857143
4298,63b3e0a104ec4a469372c375,63c26054840eff001b497b06,659e3fe204979b001bbb5e41,0.8571428571428572
4305,63b3e0a104ec4a469372c375,63c26054840eff001b497b06,659e3fe204979b001bbb5e42,0.8809523809523809
4312,63b3e0a104ec4a469372c375,63c26054840eff001b497b06,659e3fe204979b001bbb5e48,0.7142857142857143
4319,63b3e0a104ec4a469372c375,63c26054840eff001b497b06,659e3fe204979b001bbb5e4d,0.7411598302687412
4326,63b3e0a104ec4a469372c375,63c26054840eff001b497b06,659e3fe204979b001bbb5e51,0.7492997198879552
4333,63b3e0a104ec4a469372c375,63c26054840eff001b497b06,659e3fe204979b001bbb5e55,0.7142857142857143
4340,63b3e0a104ec4a469372c375,63c26054840eff001b497b06,659e3fe204979b001bbb5e58,0.5714285714285714
4347,63b3e0a104ec4a469372c375,63c26054840eff001b497b06,659e3fe204979b001bbb5e5e,0.8775510204081632
4354,63b3e0a104ec4a469372c375,63c26054840eff001b497b06,659e3fe204979b001bbb5e5f,0.7142857142857143
4361,63b3e0a104ec4a469372c375,63c26054840eff001b497b06,659e3fe204979b001bbb5e60,0.7142857142857143
4368,63b3e0a104ec4a469372c375,6548f9222bcdd7001b8c2a2c,659e40989ce12e0017a2f42f,0.9264069264069265
4375,63b3e0a104ec4a469372c375,6548f9222bcdd7001b8c2a2c,659e40989ce12e0017a2f436,0.9025974025974026
4382,63b3e0a104ec4a469372c375,6548f9222bcdd7001b8c2a2c,659e40989ce12e0017a2f439,0.8571428571428572
4389,63b3e0a104ec4a469372c375,6548f9222bcdd7001b8c2a2c,659e40989ce12e0017a2f43a,0.9064935064935065
4396,63c1178d2381e7001bf38f10,63c3cd051a491b0017062b2b,649fbf3a061c49001bb67a00,0.7575892857142857
4403,63c1178d2381e7001bf38f10,63c3cd051a491b0017062b2b,649fbf3a061c49001bb67a05,0.9079903147699758
4410,63c1178d2381e7001bf38f10,63c3cd051a491b0017062b2b,649fbf3a061c49001bb67a06,0.7142857142857143
4417,63c1178d2381e7001bf38f10,63c3cd051a491b0017062b2b,649fbf3a061c49001bb67a07,0.8571428571428572
4424,63c1178d2381e7001bf38f10,63c3cd051a491b0017062b2b,649fbf3a061c49001bb67a08,0.6308858739026337
4431,63c1178d2381e7001bf38f10,63c3cd051a491b0017062b2b,649fbf3a061c49001bb67a0a,0.8908730158730159
4438,63c1178d2381e7001bf38f10,63c3cd051a491b0017062b2b,649fbf3a061c49001bb67a0f,0.7142857142857143
4445,63c1178d2381e7001bf38f10,63c3cd051a491b0017062b2b,649fbf3a061c49001bb67a12,0.9102040816326531
4452,63c1178d2381e7001bf38f10,63c3cd051a491b0017062b2b,649fbf3a061c49001bb67a17,0.891156462585034
4459,63c1178d2381e7001bf38f10,63c3cd051a491b0017062b2b,649fbf3a061c49001bb67a1a,0.7142857142857143
4466,63c1178d2381e7001bf38f10,63c3cd051a491b0017062b2b,649fbf3a061c49001bb67a1d,0.7615851709811441
4473,63c1178d2381e7001bf38f10,63c3cd051a491b0017062b2b,649fbf3a061c49001bb67a22,0.9330357142857143
4480,63c1178d2381e7001bf38f10,63c3cd051a491b0017062b2b,65844703c8adce00170d41c4,0.9261904761904762
4487,63c6330732e68a001bf818e9,63c64a4532e68a001bf81950,64187c0e000683001750ede8,0.7611174266346681
4494,63c6330732e68a001bf818e9,63c64a4532e68a001bf81950,64187c0e000683001750edfa,0.8136123136123137
4501,63c6330732e68a001bf818e9,63c64a4532e68a001bf81950,64187c0e000683001750ee0f,0.5412087912087912
4508,63c6330732e68a001bf818e9,63c64a4532e68a001bf81950,64187c0e000683001750ee22,0.7602272727272728
4515,63c6330732e68a001bf818e9,63c64a4532e68a001bf81950,64187c0e000683001750ee81,0.5571428571428572
4522,63c6330732e68a001bf818e9,6426c6cf4f2d2a0017ab18c5,646ca53131db0c0017371eb6,0.45238095238095233
4529,63c6330732e68a001bf818e9,6426c6cf4f2d2a0017ab18c5,646ca53131db0c0017371ebb,0.6493506493506493
4536,63c6330732e68a001bf818e9,6426c6cf4f2d2a0017ab18c5,646ca53131db0c0017371ed7,0.5571428571428572
4543,63c6330732e68a001bf818e9,6426c6cf4f2d2a0017ab18c5,646ca53131db0c0017371ef0,0.48571428571428565
4550,63c6d78c4ebc220017707425,63c6dce8f58273001770fed6,64b54ff401ea73001731a697,0.8571428571428572
4557,63c6d78c4ebc220017707425,63c6dce8f58273001770fed6,64b54ff401ea73001731a69e,0.7142857142857143
4564,63c6d78c4ebc220017707425,63c6dce8f58273001770fed6,64b54ff401ea73001731a6a0,0.7142857142857143
4571,63c6d78c4ebc220017707425,63c6dce8f58273001770fed6,64b54ff401ea73001731a6a7,0.923368022705771
4578,63c6d78c4ebc220017707425,63c6dce8f58273001770fed6,64b54ff401ea73001731a6a9,0.7668067226890756
4585,63c6d78c4ebc220017707425,63c6dce8f58273001770fed6,64b54ff401ea73001731a6b0,0.8571428571428572
4592,63c6d78c4ebc220017707425,63c6dce8f58273001770fed6,64b54ff401ea73001731a6b9,0.9005714285714286
4599,63d74931822179001b3c8320,6482cf0fbbb87900179650fb,648306824f5bd6001ba34762,0.6843434343434344
4606,63d74931822179001b3c8320,6482cf0fbbb87900179650fb,648306824f5bd6001ba34771,0.4025974025974026
4613,63d74931822179001b3c8320,6482cf0fbbb87900179650fb,648306824f5bd6001ba34779,0.6876984126984127
4620,63d74931822179001b3c8320,6482cf0fbbb87900179650fb,648306d34f5bd6001ba34816,0.8727786499215071
4627,63d74931822179001b3c8320,6482cf0fbbb87900179650fb,648306d44f5bd6001ba34848,0.5744588744588746
4634,63d74931822179001b3c8320,6482d8614f5bd6001ba34682,64830cb24f5bd6001ba34906,0.8575749647178219
4641,63d74931822179001b3c8320,64eca95e15331c001857629b,65717d8b187602001bd26641,0.8571428571428572
4648,63e21aaa13c9aa0017df748a,63e222e759a23f001b7f31a6,641e96130360260017dc33a2,0.6331901181525241
4655,63e21aaa13c9aa0017df748a,63e222e759a23f001b7f31a6,641e96130360260017dc33a4,0.9009331259253391
4662,63e21aaa13c9aa0017df748a,63e222e759a23f001b7f31a6,641e96130360260017dc33a8,0.9051883419672885
4669,63e21aaa13c9aa0017df748a,63e222e759a23f001b7f31a6,641e96130360260017dc33a9,0.7153497296354439
4676,63e21aaa13c9aa0017df748a,63e222e759a23f001b7f31a6,641e96130360260017dc33ab,0.7971428571428572
4683,63e21aaa13c9aa0017df748a,63e222e759a23f001b7f31a6,641e96130360260017dc33b1,0.7687615167453876
4690,63e21aaa13c9aa0017df748a,63e2281213c9aa0017df74da,641e9879b5b03800179fd26d,0.6142857142857143
4697,63e21aaa13c9aa0017df748a,63e2281213c9aa0017df74da,641e9879b5b03800179fd280,0.7071428571428572
4704,63e21aaa13c9aa0017df748a,63e2281213c9aa0017df74da,643fa4b07522fc001b59c5b3,0.2857142857142857
4711,63e21aaa13c9aa0017df748a,63e22ad013c9aa0017df74ec,641c3798e3642c00174287de,0.90861519432948
4718,63e21aaa13c9aa0017df748a,63e22ad013c9aa0017df74ec,641c3798e3642c00174287f2,0.7542053184910329
4725,63e21aaa13c9aa0017df748a,63e22ad013c9aa0017df74ec,641c3798e3642c0017428805,0.5833333333333334
4732,63e21aaa13c9aa0017df748a,63e22ad013c9aa0017df74ec,641c3799e3642c001742881c,0.809678416821274
4739,63e21aaa13c9aa0017df748a,63e2384659a23f001b7f3207,641e9a19b5b03800179fd372,0.8951741244464876
4746,63e21aaa13c9aa0017df748a,63e2384659a23f001b7f3207,641e9a19b5b03800179fd375,0.8541701814029975
4753,63e21aaa13c9aa0017df748a,63e2384659a23f001b7f3207,641e9a19b5b03800179fd38a,0.7868480725623583
4760,63e21aaa13c9aa0017df748a,63e2384659a23f001b7f3207,641e9a19b5b03800179fd38e,0.5285714285714286
4767,63e21aaa13c9aa0017df748a,63e23c7059a23f001b7f3221,65c0697e68b321001b362d39,0.7023809523809524
4774,63e21aaa13c9aa0017df748a,63e23c7059a23f001b7f3221,65c0697e68b321001b362d46,0.2857142857142857
4781,63e21aaa13c9aa0017df748a,63e23d9b13c9aa0017df7547,646b71841c18ac0017efb85a,0.7171201814058956
4788,63e21aaa13c9aa0017df748a,63e23e9359a23f001b7f322a,641c0e791fed8e001bf4e6fd,0.763095238095238
4795,63e21aaa13c9aa0017df748a,63e23e9359a23f001b7f322a,641c0e791fed8e001bf4e72b,0.7412698412698413
4802,63e21aaa13c9aa0017df748a,63e23e9359a23f001b7f322a,641c0e791fed8e001bf4e72f,0.6337868480725624
4809,63e21aaa13c9aa0017df748a,641bfe4b1e0eb70017fe2d80,641c2ecbe3642c0017428534,0.4
4816,63e21aaa13c9aa0017df748a,641bfe4b1e0eb70017fe2d80,641c2ecbe3642c0017428535,0.3928571428571429
4823,63e21aaa13c9aa0017df748a,641bfe4b1e0eb70017fe2d80,641c2ecbe3642c0017428536,0.6708909370199693
4830,63e21aaa13c9aa0017df748a,641bfe4b1e0eb70017fe2d80,641c2ecbe3642c0017428538,0.7847866419294991
4837,63e21aaa13c9aa0017df748a,641bfe4b1e0eb70017fe2d80,655c622f5346e5001b55d80c,0.8439239332096475
4844,63e21aaa13c9aa0017df748a,647448cd0f0ad20017ed7fd0,6574049a187602001bd26734,0.480855614973262
4851,6415a00cc6ab30001bd33a1b,6415b3f83bb5a10017818814,6572b15cdf6df0001bf7916c,0.4285714285714286
4858,64243be351a18d00178c824d,64eca95e15331c001857629b,64ecac284157930017b0de3f,0.8571428571428572
4865,64243be351a18d00178c824d,65ab8097cf187c001b58978c,65aca68f4b3afc001b9b8db2,0.473538961038961
4872,64243be351a18d00178c824d,65ab8097cf187c001b58978c,65aca6904b3afc001b9b8dc0,0.5923275999362956
4879,64243be351a18d00178c824d,65ab8097cf187c001b58978c,65aca6904b3afc001b9b8dd0,0.48299319727891166
4886,64243be351a18d00178c824d,65ab8097cf187c001b58978c,65aca6904b3afc001b9b8dde,0.5083333333333333
4893,64243be351a18d00178c824d,65ab8097cf187c001b58978c,65aca6904b3afc001b9b8ddf,0.6285714285714286
4900,64243be351a18d00178c824d,65ab8097cf187c001b58978c,65aca6904b3afc001b9b8dee,0.6863997043025176
4907,64243be351a18d00178c824d,65ab8097cf187c001b58978c,65aca6904b3afc001b9b8def,0.6230172943719849
4914,6438cce9f4b0750017cef0d4,644bcccc771e45001ba06e78,645a464ab022c7001bd4d56f,0.6309523809523809
4921,6438cce9f4b0750017cef0d4,644bcccc771e45001ba06e78,645a464ab022c7001bd4d586,0.5238095238095238
4928,6438cce9f4b0750017cef0d4,644bcccc771e45001ba06e78,64804c56d3a8f0001b7210ca,0.6694444444444445
4935,6438cce9f4b0750017cef0d4,644bd7cac414000017145aba,645a48dfb022c7001bd4d73c,0.6404761904761904
4942,6438cce9f4b0750017cef0d4,644bd7cac414000017145aba,645a48dfb022c7001bd4d741,0.554421768707483
